id,period,sheet_name,source_row,date_display,start_date,end_date,year,title,category,item_kind,count,verification_status,public_note
TV00574,2. Dönem (1996–2000),2. DÖNEM,365,17 Ekim,1999-10-17,,1999,Henri Cartier Bresson’un “Avrupalılar” Fotoğraf Sergisi’nin Kapanışı,Sergi,event,1,verified,
TV00575,2. Dönem (1996–2000),2. DÖNEM,366,21 Ekim,1999-10-21,,1999,Tarihçinin Mutfağı Konferans Dizisi: Suraiya Faroqhi,Konferans/Söyleşi,event,1,verified,
TV00576,2. Dönem (1996–2000),2. DÖNEM,367,21 Ekim,1999-10-21,,1999,Cenajans Kurum Tarihi Projesinin Ali Atıf Bir Yönetiminde Başlaması,Proje (Kurum Tarihi),project,1,verified,
TV00577,2. Dönem (1996–2000),2. DÖNEM,368,21 Ekim,1999-10-21,,1999,“Türkiye’de İşsizlik ve Yetersiz İş Gücü” Araştırmasının Tamamlanması,Proje (Diğer),project,1,verified,
TV00578,2. Dönem (1996–2000),2. DÖNEM,369,21 Ekim,1999-10-21,,1999,“Son Bin Yılın En Önemli 52 Olayı” Araştırmasının Tamamlanması,Proje (Diğer),project,1,verified,
TV00579,2. Dönem (1996–2000),2. DÖNEM,370,21 Ekim,1999-10-21,,1999,"“Cumhuriyet’in Çizgileri”, “Cumhuriyet’in Sofraları”, “Otomobil Uçar Gider”, “Başımızın Üstündeki Kimlikler Şapkalarımız”, “Evin İçi ve Mobilyaları”, “Çarşılar ve Müşterileri”, “Zamanlar, Mekanlar ve Mutfaklar”, “Cumhuriyet’in Radyolu Günleri”, “Paranın Önü Arkası”, “Unutulmayan Günler, Tatiller”, “Değişen Hayatlar, İnip Çıkan Ökçeler”, “Darülelhan’dan Konservatuar’a”, “Cumhuriyet’in 75. Yılında Müziğe Bakışlar” Belgesellerinin NTV’de gösterimi",Belgesel,publication,13,verified,
TV00580,2. Dönem (1996–2000),2. DÖNEM,371,21 Ekim,1999-10-21,,1999,Tarih Vakfı Web Sitesi Yapılandırma Çalışmalarının Başlaması,Web/Dijital,event,1,verified,
TV00581,2. Dönem (1996–2000),2. DÖNEM,372,21 Ekim,1999-10-21,,1999,Marmara Boğazları ve Belediyeler Birliği’nin Büyük Çaplı Arşiv Bağışı,,organizational,,uncertain_category,
TV00582,2. Dönem (1996–2000),2. DÖNEM,372,21 Ekim,1999-10-21,,1999,"Bilanço ’98  Dizisi: Gönül Paçacı (ed.), Cumhuriyet’in Sesleri",Yayın (Vakıf),publication,1,verified,
TV00583,2. Dönem (1996–2000),2. DÖNEM,373,21 Ekim,1999-10-21,,1999,"Yurt  Karen Barkey, Eşkiyalar ve Devlet – Stanley Lane Poole,  Lord Stratford Canning’in Türkiye Anıları – Paul Thompson, Geçmişin Sesi",Yayın (Vakıf),publication,1,verified,
TV00584,2. Dönem (1996–2000),2. DÖNEM,374,21 Ekim,1999-10-21,,1999,İstanbul Dergisi 31. Sayı: “İstanbul ve Deprem”,D_İstanbul Dergisi,publication,1,verified,
TV00585,2. Dönem (1996–2000),2. DÖNEM,375,21 Ekim,1999-10-21,,1999,Toplumsal Tarih Dergisi 70. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00586,2. Dönem (1996–2000),2. DÖNEM,378,6-14 Kasım,1999-11-06,1999-11-14,1999,Tarih Vakfı TÜYAP Kitap Fuarı’nda,Fuar,event,1,verified,
TV00587,2. Dönem (1996–2000),2. DÖNEM,379,7 Kasım,1999-11-07,,1999,“Geçen Yüzyıl Dönümünde Osmanlı Aydınlanması” Paneli,Konferans/Söyleşi,event,1,verified,
TV00588,2. Dönem (1996–2000),2. DÖNEM,380,12-13 Kasım,1999-11-12,1999-11-13,1999,STK Sempozyumları VI: “17 Ağustos Depreminden STK’lar Olarak Neler Öğrendik”  (Bazı STK'lar ile),Sempozyum,event,1,verified,
TV00589,2. Dönem (1996–2000),2. DÖNEM,381,18 Kasım,1999-11-18,,1999,Tarihçinin Mutfağı Konferans Dizisi: Nevra Necipoğlu,Konferans/Söyleşi,event,1,verified,
TV00590,2. Dönem (1996–2000),2. DÖNEM,382,20-21 Kasım,1999-11-20,1999-11-21,1999,“Bilgi/İletişim Teknolojilerinin Kullanımı ve Sendikalar” Atölyesi (FES Desteği ile),Atölye,event,1,verified,
TV00591,2. Dönem (1996–2000),2. DÖNEM,383,20 Kasım,1999-11-20,,1999,“Çevremizdeki Tarih” ve “Cumhuriyet’in Aile Albümleri” Sergilerinin Ankara’da Açılışı,Sergi,event,2,verified,
TV00592,2. Dönem (1996–2000),2. DÖNEM,384,20 Kasım,1999-11-20,,1999,"""Tekel Kurum Tarihi"" Çalışmasının Tamamlanması",Proje (Kurum Tarihi),project,1,verified,
TV00593,2. Dönem (1996–2000),2. DÖNEM,384,20 Kasım,1999-11-20,,1999,"Engin Özendes, Türkiye'de Fotoğraf (Proje Kitabı)",Yayın (Vakıf),publication,1,verified,
TV00594,2. Dönem (1996–2000),2. DÖNEM,385,20 Kasım,1999-11-20,,1999,"Yurt  Leyla Neyzi, İstanbul’da Hatırlamak ve Unutmak – Yazıcıoğlu Ahmet Bican, Dürr-i Meknun. Saklı İnciler – Pinelopi Stathis, 19. Yüzyıl İstanbul’unda Gayrimüslimler",Yayın (Vakıf),publication,3,verified,
TV00595,2. Dönem (1996–2000),2. DÖNEM,386,20 Kasım,1999-11-20,,1999,Toplumsal Tarih Dergisi 71. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00596,2. Dönem (1996–2000),2. DÖNEM,389,9-11 Aralık,1999-12-09,1999-12-11,1999,III. Tarih Kongresi: “Tarih Yazımı ve Müzecilikte Yeni Yaklaşımlar: Küreselleşme ve Yerelleşme”,Kongre,event,1,verified,
TV00597,2. Dönem (1996–2000),2. DÖNEM,390,12 Aralık,1999-12-12,,1999,“Çevremizdeki Tarih” ve “Cumhuriyet’in Aile Albümleri” Sergilerinin Ankara’da Kapanışı,Sergi,event,1,verified,
TV00598,2. Dönem (1996–2000),2. DÖNEM,391,18 Aralık,1999-12-18,,1999,Mercedes Vilanova ile Sohbet Toplantısı,Konferans/Söyleşi,event,1,verified,
TV00599,2. Dönem (1996–2000),2. DÖNEM,392,23 Aralık,1999-12-23,,1999,Tarihçinin Mutfağı Konferans Dizisi: Tülay Artan,Konferans/Söyleşi,event,1,verified,
TV00600,2. Dönem (1996–2000),2. DÖNEM,392,23 Aralık,1999-12-23,,1999,"Tarih Vakfı  Ahmet Lutfi Efendi, Vak'anüvis Ahmet Lutfi Efendi Tarihi(1-4) (YKY ile)",Yayın (Vakıf),publication,1,verified,
TV00601,2. Dönem (1996–2000),2. DÖNEM,393,23 Aralık,1999-12-23,,1999,"""La Farge Aslan Çimento Kurum Tarihi Çalışmasının Tamamlanması",Proje (Kurum Tarihi),project,1,verified,
TV00602,2. Dönem (1996–2000),2. DÖNEM,393,23 Aralık,1999-12-23,,1999,"Yurt  Mete Tunçay, Türkiye Cumhuriyeti’nde Tek Parti Yönetiminin Kurulması – Marian Kent, Osmanlı İmparatorluğu’nun Sonu ve Büyük Güçler",Yayın (Vakıf),publication,2,verified,
TV00603,2. Dönem (1996–2000),2. DÖNEM,394,23 Aralık,1999-12-23,,1999,Şaban Yıldız Arşivinin Varisleri Tarafından Bağışlanması,,organizational,,uncertain_category,
TV00604,2. Dönem (1996–2000),2. DÖNEM,394,23 Aralık,1999-12-23,,1999,Toplumsal Tarih Dergisi 72. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00605,2. Dönem (1996–2000),2. DÖNEM,396,20 Ocak,2000-01-20,,2000,Tarihçinin Mutfağı Konferans Dizisi: Mehmet Genç,Konferans/Söyleşi,event,1,verified,
TV00606,2. Dönem (1996–2000),2. DÖNEM,397,22 Ocak,2000-01-22,,2000,Mersin Yerel Tarih Grubu Sözlü Tarih Toplantısı,Diğer Etkinlik,event,1,verified,
TV00607,2. Dönem (1996–2000),2. DÖNEM,398,22 Ocak,2000-01-22,,2000,Tarih Vakfı Web Sitesinde STK Bilgi Merkezi Veritabanının Açılması,Web/Dijital,event,1.0,verified,
TV00608,2. Dönem (1996–2000),2. DÖNEM,398,22 Ocak,2000-01-22,,2000,"Tarih Vakfı  Fatma Doğruel, Suut Doğruel, Osmanlı’dan Günümüze Tekel (Proje Kitabı)",Yayın (Vakıf),publication,1,verified,
TV00609,2. Dönem (1996–2000),2. DÖNEM,399,22 Ocak,2000-01-22,,2000,"Yurt  Christoph Neumann, Araç Tarih Amaç Tanzimat -  Tarih Vakfı  Edhem Eldem, Osmanlı Bankası Tarihi",Yayın (Vakıf),publication,2,verified,
TV00610,2. Dönem (1996–2000),2. DÖNEM,400,22 Ocak,2000-01-22,,2000,İstanbul Dergisi 32. Sayı: “Balık”,D_İstanbul Dergisi,publication,1,verified,
TV00611,2. Dönem (1996–2000),2. DÖNEM,401,22 Ocak,2000-01-22,,2000,Toplumsal Tarih Dergisi 73. Sayı “Özel Dosya: Türk Dostu Pierre Loti”,Dergi (Toplumsal Tarih),publication,1,verified,
TV00612,2. Dönem (1996–2000),2. DÖNEM,404,15 Şubat,2000-02-15,,2000,Osmanlıca Seminerleri’nin Anadolu Yakasında açılması,Seminer,event,1,verified,
TV00613,2. Dönem (1996–2000),2. DÖNEM,405,17 Şubat,2000-02-17,,2000,Alanya Yerel Tarih Grubu Toplantısı,Diğer Etkinlik,event,1,verified,
TV00614,2. Dönem (1996–2000),2. DÖNEM,406,17 Şubat,2000-02-17,,2000,Tarihçinin Mutfağı Konferans Dizisi: Uğur Tanyeli,Konferans/Söyleşi,event,1.0,verified,
TV00615,2. Dönem (1996–2000),2. DÖNEM,407,17 Şubat,2000-02-17,,2000,"""Cenajans Kurum Tarihi"" Çalışmasının Tamamlanması",Proje (Kurum Tarihi),project,1.0,verified,
TV00616,2. Dönem (1996–2000),2. DÖNEM,408,17 Şubat,2000-02-17,,2000,"""Basında Osmanlı Bankası, 1850-2000"" Projesinin Başlaması (Osmanlı Bankası ile)",Proje (Kurum Tarihi),project,1.0,verified,
TV00617,2. Dönem (1996–2000),2. DÖNEM,409,17 Şubat,2000-02-17,,2000,"Yurt  Dror Ze’evi, Kudüs: 17. Yüzyılda Bir Osmanlı Sancağında Toplum ve Ekonomi",Yayın (Vakıf),publication,1,verified,
TV00618,2. Dönem (1996–2000),2. DÖNEM,410,17 Şubat,2000-02-17,,2000,"Toplumsal Tarih Dergisi 74. Sayı ""Özel Dosya: Müzik Yazıları""",Dergi (Toplumsal Tarih),publication,1,verified,
TV00619,2. Dönem (1996–2000),2. DÖNEM,413,3 Mart,2000-03-03,,2000,Gaziantep Yerel Tarih Grubu Toplantısı,Diğer Etkinlik,event,1,verified,
TV00620,2. Dönem (1996–2000),2. DÖNEM,414,5 Mart,2000-03-05,,2000,Mardin Yerel Tarih Grubu Toplantısı,Diğer Etkinlik,event,1,verified,
TV00621,2. Dönem (1996–2000),2. DÖNEM,415,8-10 Mart,2000-03-08,2000-03-10,2000,Tarih Vakfı Kıbrıs Kitap Günlerinde,Fuar,event,1,verified,
TV00622,2. Dönem (1996–2000),2. DÖNEM,416,14-19 Mart,2000-03-14,2000-03-19,2000,Bilge Umar ile Kuzeybatı Karya Gezisi,Gezi,event,1,verified,
TV00623,2. Dönem (1996–2000),2. DÖNEM,417,14-19 Mart,2000-03-14,2000-03-19,2000,Sula Bozis ile Yunanistan Gezisi,Gezi,event,1,verified,
TV00624,2. Dönem (1996–2000),2. DÖNEM,418,23 Mart,2000-03-23,,2000,Tarihçinin Mutfağı Konferans Dizisi: Erol Tümertekin,Konferans/Söyleşi,event,1,verified,
TV00625,2. Dönem (1996–2000),2. DÖNEM,419,23 Mart,2000-03-23,,2000,"""Bankacılık ve Finans Tarihi Araştırma ve Yarışması"" Projesinin Başlaması (Osmanlı Bankası ile)",Yarışma,event,1,verified,
TV00626,2. Dönem (1996–2000),2. DÖNEM,420,23 Mart,2000-03-23,,2000,"""Anadolu'da Biranın Tarihi ve Efes Pilsen"" Projesinin Tamamlanması",Proje (Kurum Tarihi),project,1,verified,
TV00627,2. Dönem (1996–2000),2. DÖNEM,421,23 Mart,2000-03-23,,2000,Pertev Naili Boratav Arşivi’nin 1. Bölümünün Kullanıma Hazır Hale Getirilmesi ve Tarih Vakfı Web Sitesinde  Boratav Arşivi’nin Nantern Üniversitesi’ndeki Kısmının Dizininin Açılması,Arşiv Bağışı,organizational,1.0,verified,
TV00628,2. Dönem (1996–2000),2. DÖNEM,421,23 Mart,2000-03-23,,2000,"Tarih Vakfı  Pertev Naili Boratav, Halk Edebiyatları Dersleri - Murat Güvenç, Oğuz Işık, Emlak Bankası 1926-1998 (İngilizce Çeviri)",Yayın (Vakıf),publication,2,verified,
TV00629,2. Dönem (1996–2000),2. DÖNEM,422,23 Mart,2000-03-23,,2000,"Yurt  Dror Ze'evi, Kudüs 17. YY'da Bir Kudüs Sancağında Toplum ve Ekonomi, Çev. Serpil Çağlayan.",Yayın (Vakıf),publication,1,verified,
TV00630,2. Dönem (1996–2000),2. DÖNEM,423,23 Mart,2000-03-23,,2000,"Toplumsal Tarih Dergisi 75. Sayı ""Feminizm ve Kadın Tarihçiliği""",Dergi (Toplumsal Tarih),publication,1,verified,
TV00631,2. Dönem (1996–2000),2. DÖNEM,426,1 Nisan,2000-04-01,,2000,Ankara Üye Toplantısı,İç Toplantı,organizational,1,verified,
TV00632,2. Dönem (1996–2000),2. DÖNEM,427,7-8 Nisan,2000-04-07,2000-04-08,2000,“Türkiye’de Çevrenin ve Çevre Korumanın Tarihi” Sempozyumu (Heinrich Böll Vakfı ile),Sempozyum,event,1,verified,
TV00633,2. Dönem (1996–2000),2. DÖNEM,428,8-16 nisan,2000-04-08,2000-04-16,2000,Tarih Vakfı İzmir Kitap Fuarı’nda,Fuar,event,1,verified,
TV00634,2. Dönem (1996–2000),2. DÖNEM,429,20 Nisan,2000-04-20,,2000,Tarihçinin Mutfağı Konferans Dizisi: Paul Dumont,Konferans/Söyleşi,event,1,verified,
TV00635,2. Dönem (1996–2000),2. DÖNEM,430,20 Nisan,2000-04-20,,2000,Çanakkale Yerel Tarih Grubu “Toplumsal İletişim Yolu Olarak Müzeler” Toplantısı,Diğer Etkinlik,event,1,verified,
TV00636,2. Dönem (1996–2000),2. DÖNEM,431,22 Nisan,2000-04-22,,2000,Tarih Vakfı IV. Olağan Genel Kurulu,,organizational,,uncertain_category,
TV00637,2. Dönem (1996–2000),2. DÖNEM,432,25 Nisan,2000-04-25,,2000,Mersin Yerel Tarih Grubu Toplantısı,Diğer Etkinlik,event,1,verified,
TV00638,2. Dönem (1996–2000),2. DÖNEM,433,30 Nisan,2000-04-30,,2000,Nuri Akbayar ve Necdet Sakaoğlu ile İznik Gezisi,Gezi,event,1,verified,
TV00639,2. Dönem (1996–2000),2. DÖNEM,434,30 Nisan,2000-04-30,,2000,“Osmanlı’dan Günümüze Bankacılık ve İktisat Kitapları Bibliyografyası” Çalışmasının Ercan Güngöroğlu Yönetiminde Başlaması,Proje (Diğer),project,1,verified,
TV00640,2. Dönem (1996–2000),2. DÖNEM,435,30 Nisan,2000-04-30,,2000,“Bankalar Caddesi Sergisi” Çalışmalarının Başlaması,Proje,project,1,verified,
TV00641,2. Dönem (1996–2000),2. DÖNEM,436,30 Nisan,2000-04-30,,2000,“Egebank Arşiv Ön Araştırma”  Projesinin Fikret Yılmaz Yönetiminde Başlaması,Arşiv Bağışı,organizational,1,verified,
TV00642,2. Dönem (1996–2000),2. DÖNEM,437,30 Nisan,2000-04-30,,2000,“Toplumsal Tarih Dergisi Üniversite Öğrencileri Tarih Yarışması” Başvurularının Başlaması,Yarışma,event,1,verified,
TV00643,2. Dönem (1996–2000),2. DÖNEM,438,30 Nisan,2000-04-30,,2000,Tarih Vakfı Web Sitesinde E-Abonelik Servisinin Açılması,Web/Dijital,event,1.0,verified,
TV00644,2. Dönem (1996–2000),2. DÖNEM,438,30 Nisan,2000-04-30,,2000,"Yurt  William J. Grıswold, Anadolu’da Büyük İsyan (1591 – 1611)",Yayın (Vakıf),publication,1,verified,
TV00645,2. Dönem (1996–2000),2. DÖNEM,439,30 Nisan,2000-04-30,,2000,"Ali Atıf Bir, Kerem Ünüvar, Bir Reklam Ajansının Öyküsü, Cenajans Grey (Proje Kitabı)",Yayın (Yurt Yayınları),publication,1,verified,
TV00646,2. Dönem (1996–2000),2. DÖNEM,440,30 Nisan,2000-04-30,,2000,"Metin Berke, Selanik Bankası’ndan İnterbank’a 110 Yıllık Mazi (Proje Kitabı)",Yayın (Vakıf),publication,1,verified,
TV00647,2. Dönem (1996–2000),2. DÖNEM,441,30 Nisan,2000-04-30,,2000,"Yurt  Michael Balivet, Şeyh Bedrettin Tasavvuf ve İsyan (1591-1611)",Yayın (Vakıf),publication,1,verified,
TV00648,2. Dönem (1996–2000),2. DÖNEM,442,30 Nisan,2000-04-30,,2000,Yerel Tarih Bülteni Tarihçe’nin 1. Sayısının,Bülten,publication,1,verified,
TV00649,2. Dönem (1996–2000),2. DÖNEM,443,30 Nisan,2000-04-30,,2000,İstanbul Dergisi 33. Sayı: “Kent - Üniversite”,D_İstanbul Dergisi,publication,1,verified,
TV00650,2. Dönem (1996–2000),2. DÖNEM,444,30 Nisan,2000-04-30,,2000,Toplumsal Tarih Dergisi 76. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00651,2. Dönem (1996–2000),2. DÖNEM,447,10 Mayıs,2000-05-10,,2000,"""Pertev Naili Boratav Arşivi Danışma Kurulu"" Toplantısı",Diğer Etkinlik,event,1,verified,
TV00652,2. Dönem (1996–2000),2. DÖNEM,448,18-21 Mayıs,2000-05-18,2000-05-21,2000,"Atilla Yücel, Bünyad Dinç ile Mardin-Midyat-Hasankeyf-Diyarbakır Gezisi",Gezi,event,1,verified,
TV00653,2. Dönem (1996–2000),2. DÖNEM,449,19-30 Mayıs,2000-05-19,2000-05-30,2000,“Taşın ve İnancın Şiiri Mardin” Fotoğraf Sergisinin Mardin’de Açılışı,Sergi,event,1,verified,
TV00654,2. Dönem (1996–2000),2. DÖNEM,450,20 Mayıs,2000-05-20,,2000,“Mardin Kentsel Koruma” Projesi Toplantısı – Atilla Yücel,Diğer Etkinlik,event,1,verified,
TV00655,2. Dönem (1996–2000),2. DÖNEM,451,25 Mayıs,2000-05-25,,2000,Tarihçinin Mutfağı Konferans Dizisi: Günkut Akın,Konferans/Söyleşi,event,1,verified,
TV00656,2. Dönem (1996–2000),2. DÖNEM,452,27-28 Mayıs,2000-05-27,2000-05-28,2000,Nuri Akbayar ve Necdet Sakaoğlu ile Edirne Gezisi,Gezi,event,1,verified,
TV00657,2. Dönem (1996–2000),2. DÖNEM,453,27-28 Mayıs,2000-05-27,2000-05-28,2000,Mehmet Tevfik Biren Arşivi’nin torunu Fatma Rezzan Hürmen Tarafından Bağışlanması,,organizational,,uncertain_category,
TV00658,2. Dönem (1996–2000),2. DÖNEM,453,27-28 Mayıs,2000-05-27,2000-05-28,2000,"Yurt  Michel Balivet, Şeyh Bedreddin Tasavvuf ve İsyan, Çev. Ela Güntekin.",Yayın (Vakıf),publication,1,verified,
TV00659,2. Dönem (1996–2000),2. DÖNEM,454,27-28 Mayıs,2000-05-27,2000-05-28,2000,"Tarih Vakfı  Pertev Naili Boratav, Tekerleme",Yayın (Vakıf),publication,1,verified,
TV00660,2. Dönem (1996–2000),2. DÖNEM,455,27-28 Mayıs,2000-05-27,2000-05-28,2000,Toplumsal Tarih Dergisi 77. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00661,2. Dönem (1996–2000),2. DÖNEM,458,2-3 Haziran,2000-06-02,2000-06-03,2000,STK Sempozyumları VII: “AB Yolunda Türkiye’de STK-Devlet İlişkileri” (Bazı STK’lar ile),Sempozyum,event,1,verified,
TV00662,2. Dönem (1996–2000),2. DÖNEM,459,4 Haziran,2000-06-04,,2000,Nedim Gürsel ile Boğazkesen Gezisi,Gezi,event,1,verified,
TV00663,2. Dönem (1996–2000),2. DÖNEM,460,10-11 Haziran,2000-06-10,2000-06-11,2000,“Yerel Tarih Çalışmalarında Sözlü Tarih” Atölyesi – Gaziantep,Atölye,event,1,verified,
TV00664,2. Dönem (1996–2000),2. DÖNEM,461,14 Haziran,2000-06-14,,2000,"Barajlar ve Kültürel Miras İzleme Kurulu, Tarih Vakfı’nın eşgüdümünde, Mimarlar Odası, İnşaat Mühendisleri Odası, ICOMOS-Türkiye, Arkeologlar Derneği İstanbul Şubesi, Arkeoloji ve Sanat Dergisi ve Hasankeyf Kurtarma Komitesi tarafından kuruldu.",Diğer Etkinlik,event,1,verified,
TV00665,2. Dönem (1996–2000),2. DÖNEM,462,16 Haziran,2000-06-16,,2000,Ankara Yerel Tarih Grubu Toplantısı,Diğer Etkinlik,event,1,verified,
TV00666,2. Dönem (1996–2000),2. DÖNEM,463,22 Haziran,2000-06-22,,2000,Tarihçinin Mutfağı Konferans Dizisi: Zafer Toprak,Konferans/Söyleşi,event,1,verified,
TV00667,2. Dönem (1996–2000),2. DÖNEM,464,24-25 Haziran,2000-06-24,2000-06-25,2000,“Yerel Tarih Çalışmalarında Sözlü Tarih” Atölyesi - Mardin,Atölye,event,1,verified,
TV00668,2. Dönem (1996–2000),2. DÖNEM,465,24-25 Haziran,2000-06-24,2000-06-25,2000,“İş Bankası Kurum Tarihi” Projesinin Tamamlanması,Proje (Kurum Tarihi),project,1,verified,
TV00669,2. Dönem (1996–2000),2. DÖNEM,466,24-25 Haziran,2000-06-24,2000-06-25,2000,"""Egebank Arşiv Ön Araştırma"" Projesinin Tamamlanması",Proje (Kurum Tarihi),project,1,verified,
TV00670,2. Dönem (1996–2000),2. DÖNEM,467,24-25 Haziran,2000-06-24,2000-06-25,2000,Bedii Yazıcı Arşivinin Varisleri Tarafından Bağışlanması,,organizational,,uncertain_category,
TV00671,2. Dönem (1996–2000),2. DÖNEM,467,24-25 Haziran,2000-06-24,2000-06-25,2000,Arşiv,,chronology,1,uncertain_category,
TV00672,2. Dönem (1996–2000),2. DÖNEM,468,24-25 Haziran,2000-06-24,2000-06-25,2000,Tarih Vakfı Yurt  100. Kitaba Ulaşması,,organizational,,uncertain_category,
TV00673,2. Dönem (1996–2000),2. DÖNEM,468,24-25 Haziran,2000-06-24,2000-06-25,2000,Vakıf Yayınları ?,,chronology,1.0,uncertain_category,
TV00674,2. Dönem (1996–2000),2. DÖNEM,468,24-25 Haziran,2000-06-24,2000-06-25,2000,"Yurt  Bilmez Bülent Can, Demiryolundan Petrole Chester Projesi (1908-1923)",Yayın (Vakıf),publication,1,verified,
TV00675,2. Dönem (1996–2000),2. DÖNEM,469,24-25 Haziran,2000-06-24,2000-06-25,2000,Tarih Vakfı  Sivil Toplum Kuruluşları ve Yasalar-Etik-Deprem,Yayın (Vakıf),publication,1,verified,
TV00676,2. Dönem (1996–2000),2. DÖNEM,470,24-25 Haziran,2000-06-24,2000-06-25,2000,"Yurt  Georg G. Iggers, Bilimsel Nesnellikten Postmodernizme Yirminci Yüzyılda Tarih Yazımı – Pierre de Tchihatchef, İstanbul ve Boğaziçi -  Tarık Demirkan, Macar Turancıları – Claude Cahen, Osmanlılardan Önce Anadolu – Doğan Kuban, İstanbul Bir Kent Tarihi",Yayın (Vakıf),publication,1,verified,
TV00677,2. Dönem (1996–2000),2. DÖNEM,471,24-25 Haziran,2000-06-24,2000-06-25,2000,Tarih Vakfı  Yasalar-Etik-Deprem ve Sivil Toplum Kuruluşları.,Yayın (Vakıf),publication,1,verified,
TV00678,2. Dönem (1996–2000),2. DÖNEM,472,24-25 Haziran,2000-06-24,2000-06-25,2000,"New Perspectives On Turkey , Spring 2000",Dergi (NPT),publication,1,verified,
TV00679,2. Dönem (1996–2000),2. DÖNEM,473,24-25 Haziran,2000-06-24,2000-06-25,2000,Tarihçe 2. Sayı,Bülten,publication,1,verified,
TV00680,2. Dönem (1996–2000),2. DÖNEM,474,24-25 Haziran,2000-06-24,2000-06-25,2000,Toplumsal Tarih Dergisi 78. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00681,2. Dönem (1996–2000),2. DÖNEM,476,1 Temmuz,2000-07-01,,2000,“Taşın ve İnancın Şiiri Mardin” Fotoğraf Sergisinin Açılışı – Darphane-i Amire,Sergi,event,1,verified,
TV00682,2. Dönem (1996–2000),2. DÖNEM,477,1 Temmuz,2000-07-01,,2000,“Yerel Tarih Bilinci ve Kültürel Sorumluluk” Paneli - Bursa,Konferans/Söyleşi,event,1,verified,
TV00683,2. Dönem (1996–2000),2. DÖNEM,477,1 Temmuz,2000-07-01,,2000,"Yurt  Claude Cahen, Osmanlılardan Önce Anadolu",Yayın (Vakıf),publication,1,verified,
TV00684,2. Dönem (1996–2000),2. DÖNEM,478,1 Temmuz,2000-07-01,,2000,"Yurt  Pierre de Tchihatchef, İstanbul ve Boğaziçi",Yayın (Vakıf),publication,1,verified,
TV00685,2. Dönem (1996–2000),2. DÖNEM,479,1 Temmuz,2000-07-01,,2000,"Yurt  Tarık Demirkan, Macar Turancıları",Yayın (Vakıf),publication,1,verified,
TV00686,2. Dönem (1996–2000),2. DÖNEM,480,1 Temmuz,2000-07-01,,2000,",",,chronology,,uncertain_category,
TV00687,2. Dönem (1996–2000),2. DÖNEM,480,1 Temmuz,2000-07-01,,2000,İstanbul Dergisi 34. Sayı: “Su”,D_İstanbul Dergisi,publication,1,verified,
TV00688,2. Dönem (1996–2000),2. DÖNEM,481,1 Temmuz,2000-07-01,,2000,Toplumsal Tarih Dergisi 79. Sayı: “Özel Dosya: Bankacılık ve Finans Tarihi”,Dergi (Toplumsal Tarih),publication,1,verified,
TV00689,2. Dönem (1996–2000),2. DÖNEM,484,4-6 Ağustos,2000-08-04,2000-08-06,2000,Ian Hodder ile Konya-Çatalhöyük Gezisi,Gezi,event,1,verified,
TV00690,2. Dönem (1996–2000),2. DÖNEM,485,11-20 Ağustos,2000-08-11,2000-08-20,2000,“17 Ağustos: Uyku ve Uyanış Etkinlikleri” – Darphane (40’a Yakın STK ile Birlikte),Diğer Etkinlik,event,1,verified,
TV00691,2. Dönem (1996–2000),2. DÖNEM,486,24-25 Ağustos,2000-08-24,2000-08-25,2000,“Yerel Tarih Çalışmalarında Sözlü Tarih” Atölyesi - Çanakkale,Atölye,event,1.0,verified,
TV00692,2. Dönem (1996–2000),2. DÖNEM,486,24-25 Ağustos,2000-08-24,2000-08-25,2000,"Tarih Vakfı  Suavi Aydın, Kudret Emiroğlu, Oktay Özel, Süha Ünsal, Mardin Aşiret, Devlet Cemaat",Diğer Etkinlik,publication,,verified,
TV00693,2. Dönem (1996–2000),2. DÖNEM,487,24-25 Ağustos,2000-08-24,2000-08-25,2000,Toplumsal Tarih Dergisi 80. Sayı,Dergi (Toplumsal Tarih),publication,1,verified,
TV00694,2. Dönem (1996–2000),2. DÖNEM,490,8 Eylül,2000-09-08,,2000,Güncelin Tarihi Konferans Dizisi: “Darülfünun Tasfiyesi” – Dr. Haldun Özen,Konferans/Söyleşi,event,1,verified,
TV00695,2. Dönem (1996–2000),2. DÖNEM,491,15-17 Eylül,2000-09-15,2000-09-17,2000,"Cem Çetintaş ile Bağbozumu (Tekirdağ, Şarköy, Mürefte) Gezisi",Gezi,event,1,verified,
TV00696,2. Dönem (1996–2000),2. DÖNEM,492,18-28 Eylül,2000-09-18,2000-09-28,2000,“Çantalar Elimizde: Çanakkale Cumhuriyet Öncesi Eğitim Yapıları” Sergisi – Çanakkale (Çanakkale Yerel Tarih Grubu ve Rockefeller Vakfı ile),Sergi,event,1,verified,
