id,period,sheet_name,source_row,date_display,start_date,end_date,year,title,category,item_kind,count,verification_status,public_note
TV00001,1. Dönem (1991–1995),1. DÖNEM,2,Aralık 1990,,,1990,Tarih Vakfı Girişim Kurulu’nun Oluşmaya Başlaması,,organizational,,uncertain_category,
TV00002,1. Dönem (1991–1995),1. DÖNEM,3,Şubat- Mart 1991,,,1991,Girişim Kurulu Tarafından Kurucular Grubu’nun Oluşturulması İçin İlk Toplantılar ve İlişkiler,,organizational,,uncertain_category,
TV00003,1. Dönem (1991–1995),1. DÖNEM,4,Şubat- Mart 1991,,,1991,Vakıfla İlgili Yazışmalar İçin Beyoğlu Postanesi’nde bir posta kutusunun kiralanması,,organizational,,uncertain_category,
TV00004,1. Dönem (1991–1995),1. DÖNEM,5,Nisan 1991,,,1991,Gümüşsuyu Bağ Odaları (şimdiki Tarık Zafer Tunaya) Sokak’ta Küçük Bir İrtibat Bürosunun Kiralanması,,organizational,,uncertain_category,
TV00005,1. Dönem (1991–1995),1. DÖNEM,6,Nisan 1991,,,1991,[Gizli bilgi içeriyor],,organizational,,uncertain_category,
TV00006,1. Dönem (1991–1995),1. DÖNEM,7,Nisan 1991,,,1991,Fon Geliştirme Grubu’nun İlk Toplantısı,,organizational,,uncertain_category,
TV00007,1. Dönem (1991–1995),1. DÖNEM,8,Mayıs 1991,,,1991,Tarih Vakfı’ndan Haberler Bülteninin  Başlaması,Bülten,publication,1,needs_review,
TV00008,1. Dönem (1991–1995),1. DÖNEM,9,6 Mayıs,1991-05-06,,1991,Divan Otelinde Kurucular Tanışma Kokteyli,,organizational,,uncertain_category,
TV00009,1. Dönem (1991–1995),1. DÖNEM,10,18 Mayıs,1991-05-18,,1991,"“Osmanlı’dan Günümüze Türkiye’nin Ekonomik ve Toplumsal Mirası Sempozyumu” - AKM-Sinema Salonu, Açış Konuşması: İlhan Tekeli. Türkiye’nin EkonomikToplumsal Yapılanması ve Bölüşüm Sorunu. Oturum Başkanı Burhan Oğuz. Konuşmacılar: Korkut Boratav, Çağlar Keyder, Şevket Pamuk. Türkiye’de Çoğulculuk ve Parlamenter Boyutları, Oturum Başkanı Mehmet Ali Aybar. Konuşmacılar: Rasih Nuri İleri, Zafer Toprak, Mete Tunçay. Sempozyumu takip ederek 18:30-20:30 arasında Vakıf Tanışma Kokteyli. TVH, bir fotoğraf var, c. 1, s.2.",Sempozyum,event,1,verified,
TV00010,1. Dönem (1991–1995),1. DÖNEM,11,Haziran 1991,,,1991,Vakfın İlk Tanıtma Broşürünün,Broşür,publication,1,needs_review,
TV00011,1. Dönem (1991–1995),1. DÖNEM,12,19-21 Haziran,1991-06-19,1991-06-21,1991,"Ankara ve İstanbul’da Kurucuların Vakıf Senedini İmzalamaları (Senet imzalanırken iki albüm fotoğraf var, TVA.)",,organizational,,uncertain_category,
TV00012,1. Dönem (1991–1995),1. DÖNEM,13,Temmuz 1991,,,1991,İstanbul Büyükşehir Belediyesi’nden Değirmen Han’da Yer Vaadinin Alınması,,organizational,,uncertain_category,
TV00013,1. Dönem (1991–1995),1. DÖNEM,14,18 Temmuz,1991-07-18,,1991,Vakfın Kuruluşunun Mahkeme Kararı İle Tescili,,organizational,,uncertain_category,
TV00014,1. Dönem (1991–1995),1. DÖNEM,15,23 Temmuz 1991,1991-07-23,,1991,"Vakfın 1. Başkanı: İlhan Tekeli - Başkanlık süresi: 1991-2002, Genel Sekreter: Orhan Silier.",,organizational,,uncertain_category,
TV00015,1. Dönem (1991–1995),1. DÖNEM,16,Ağustos 1991,,,1991,Sözlü Tarih Projesinin Hazırlanması,Proje,project,1,needs_review,
TV00016,1. Dönem (1991–1995),1. DÖNEM,17,Ağustos 1991,,,1991,Tarih Vakfı Döner Sermaye İşletmesi’nin Kurulması,,organizational,,uncertain_category,
TV00017,1. Dönem (1991–1995),1. DÖNEM,19,14 Eylül,1991-09-14,,1991,Vakıf Senedinin Resmi Gazete’de,,organizational,,uncertain_category,
TV00018,1. Dönem (1991–1995),1. DÖNEM,20,14 Eylül,1991-09-14,,1991,Bilgi-Belge Merkezi Hazırlık Grubu’nun Kurulması.,,organizational,,uncertain_category,
TV00019,1. Dönem (1991–1995),1. DÖNEM,22,1-11 Ekim,1991-10-01,1991-10-11,1991,İstanbul’da Seçim Afişleri Sergisi (Reklamcılar Derneği ile) Beyoğlu Belediyesi Sanat Galerisi,Sergi,event,1,verified,
TV00020,1. Dönem (1991–1995),1. DÖNEM,23,14-21 Ekim,1991-10-14,1991-10-21,1991,"Ankara’da Seçim Afişleri Sergisi, ABB Belpa Galerisi.",Sergi,event,1,verified,
TV00021,1. Dönem (1991–1995),1. DÖNEM,24,16 Ekim,1991-10-16,,1991,"“Türkiye’de Seçim Afişleri” - Hıfzı Topuz Konferansı - Nermin Abadan, İplikçi Han Marmara Belediyeler Birliği (MBB)",Konferans/Söyleşi,event,2,verified,
TV00022,1. Dönem (1991–1995),1. DÖNEM,25,Kasım 1991,,,1991,İstanbul Dergisi’nin  İçin Büyükşehir Belediyesi’ne Bağlı Kültür A.Ş. ile İlke Anlaşmasına Varılması,Diğer Etkinlik,event,1,needs_review,
TV00023,1. Dönem (1991–1995),1. DÖNEM,26,Kasım 1991,,,1991,"İngilizce, Fransızca, Almanca Vakıf Tanıtma Broşürlerinin TV yayımlanması, TVH, Kasım 1991.",Broşür,publication,3,needs_review,
TV00024,1. Dönem (1991–1995),1. DÖNEM,28,7 Aralık,1991-12-07,,1991,"Tarihçinin Mutfağı Konferans Dizisi’nin İlk Toplantısı - İlhan Tekeli, Zindankapı, MBB.",Konferans/Söyleşi,event,1,verified,
TV00025,1. Dönem (1991–1995),1. DÖNEM,29,7 Aralık,1991-12-07,,1991,[Gizli bilgi içeriyor],,organizational,,uncertain_category,
TV00026,1. Dönem (1991–1995),1. DÖNEM,31,4 Ocak,1992-01-04,,1992,"Tarihçinin Mutfağı Konferans Dizisi - Kemal Beydilli, Zindankapı MBB.",Konferans/Söyleşi,event,1,verified,
TV00027,1. Dönem (1991–1995),1. DÖNEM,32,4 Ocak,1992-01-04,,1992,İstanbul Dergisi Yazı Kurulunun Oluşması,,organizational,,uncertain_category,
TV00028,1. Dönem (1991–1995),1. DÖNEM,34,1 Şubat,1992-02-01,,1992,"Tarihçinin Mutfağı Konferans Dizisi - Sina Akşin, Zindankapı, MBB.",Konferans/Söyleşi,event,1,verified,
TV00029,1. Dönem (1991–1995),1. DÖNEM,35,22 Şubat,1992-02-22,,1992,Kuşaklar Buluşması Konferans Dizisi - Cahit Arf,Konferans/Söyleşi,event,1,verified,
TV00030,1. Dönem (1991–1995),1. DÖNEM,36,22 Şubat,1992-02-22,,1992,[Gizli bilgi içeriyor],,organizational,,uncertain_category,
TV00031,1. Dönem (1991–1995),1. DÖNEM,38,7 Mart,1992-03-07,,1992,"Tarihçinin Mutfağı Konferans Dizisi - Semavi Eyice, Zindankapı, MBB.",Konferans/Söyleşi,event,1,verified,
TV00032,1. Dönem (1991–1995),1. DÖNEM,39,21 Mart,1992-03-21,,1992,"Kuşaklar Buluşması Konferans Dizisi - Şaban Yıldız, Zindanpı, MBB.",Konferans/Söyleşi,event,1,verified,
TV00033,1. Dönem (1991–1995),1. DÖNEM,41,1 Nisan,1992-04-01,,1992,İstanbul Dergisi’ 1. Sayı - “Dosya: İstanbullu Kim?”,D_İstanbul Dergisi,publication,1,verified,
TV00034,1. Dönem (1991–1995),1. DÖNEM,42,8 Nisan,1992-04-08,,1992,“Kuşaklar Buluşması” - Aziz Nesin,Konferans/Söyleşi,event,1,verified,
TV00035,1. Dönem (1991–1995),1. DÖNEM,43,9 Nisan,1992-04-09,,1992,İstanbul Dergisinin  Başlaması Dolayısıyla Yerebatan Sarayı’nda Kokteyl,,organizational,,uncertain_category,
TV00036,1. Dönem (1991–1995),1. DÖNEM,44,9 Nisan,1992-04-09,,1992,Yurt  Sahipleri Özkan ve Sönmez Taner Tarafından Kitap Stokuyla Birlikte Vakfa Bağışlanması,,organizational,,uncertain_category,
TV00037,1. Dönem (1991–1995),1. DÖNEM,46,2 Mayıs,1992-05-02,,1992,"Tarihçinin Mutfağı Konferans Dizisi - Salih Özbaran, Zindankapı, MBB.",Konferans/Söyleşi,event,1,verified,
TV00038,1. Dönem (1991–1995),1. DÖNEM,47,10 Mayıs,1992-05-10,,1992,Ankara’da Üye Toplantısı ANKARA BÜRO KURULUŞ,,organizational,,uncertain_category,
TV00039,1. Dönem (1991–1995),1. DÖNEM,48,16 Mayıs,1992-05-16,,1992,"Kuşaklar Buluşması Konferans Dizisi - Mübeccel Kıray, Zindankapı, MBB.",Konferans/Söyleşi,event,1,verified,
TV00040,1. Dönem (1991–1995),1. DÖNEM,50,Haziran 1992,,,1992,"Bilgi-Belge Merkezinin Kurulması. Danışma Kurulu. Danışma Kurulu: M. Alakuş, T. Aren, J. Baysal, A. Işın, G. Olpak vd, TVH, Haziran 1992.",,organizational,,uncertain_category,
TV00041,1. Dönem (1991–1995),1. DÖNEM,51,6 Mayıs,1992-05-06,,1992,"Konferans Dizisi: Tarihçinin Mutfağı - Halil İnalcık, Zindankapı, MBB.",Konferans/Söyleşi,event,1,verified,
TV00042,1. Dönem (1991–1995),1. DÖNEM,54,Temmuz 1992,,,1992,"Müze Hazırlık Grubunun Çalışmaya Başlaması. Koordinatör Nazan Ölçer. Önproje Ekibi F. Adanır, G. Akçura, A. Gökalp, H. İnalcık, İ. Ortaylı vd. TVH, Temmuz-Ağustos 1992.",,organizational,,uncertain_category,
TV00043,1. Dönem (1991–1995),1. DÖNEM,55,Temmuz 1992,,,1992,İstanbul Dergisi 2. Sayı -  “Dosya: Ulaşım mı? Dolaşım mı,İstanbul Dergisi,publication,1,needs_review,
TV00044,1. Dönem (1991–1995),1. DÖNEM,56,Ağustos 1992,,,1992,İlk Kurum Tarihi “Milli Piyango Tarihi”  Projesinin Mete Tunçay Yönetiminde Başlaması,Proje,project,1,needs_review,
TV00045,1. Dönem (1991–1995),1. DÖNEM,58,18 Eylül,1992-09-18,,1992,“Türkiye’de Kurum Tarihçiliği Sempozyumu”,Sempozyum,event,1,verified,
TV00046,1. Dönem (1991–1995),1. DÖNEM,59,19 Eylül,1992-09-19,,1992,Vakfın İlk Genel Kurulu ve Değirmen Han’ın Resmen Hizmete Açılması,,organizational,,uncertain_category,
TV00047,1. Dönem (1991–1995),1. DÖNEM,60,Ekim 1992,,,1992,Kültür Bakanlığı 1993 İstanbul Yılı İçin Vakıfta Hazırlık Çalışmalarının Başlaması,,organizational,,uncertain_category,
TV00048,1. Dönem (1991–1995),1. DÖNEM,61,Ekim 1992,,,1992,Kültür Bakanlığı’nın Desteği İle İstanbul Ansiklopedisi Hazırlıklarının Başlaması,Ansiklopedi,publication,1,needs_review,
TV00049,1. Dönem (1991–1995),1. DÖNEM,62,17 Ekim,1992-10-17,,1992,"Tarihçinin Mutfağı Konferans Dizisi - Mete Tunçay, MBB.",Konferans/Söyleşi,event,1,verified,
TV00050,1. Dönem (1991–1995),1. DÖNEM,63,31 Ekim,1992-10-31,,1992,"Kuşaklar Buluşması Konferans Dizisi - Lütfü Akad, MBB.",Konferans/Söyleşi,event,1,verified,
TV00051,1. Dönem (1991–1995),1. DÖNEM,64,31 Ekim,1992-10-31,,1992,“Tariş Tarihi” Projesinin Zeki Arıkan’ın Yönetiminde Başlaması,Proje,project,1,verified,
TV00052,1. Dönem (1991–1995),1. DÖNEM,65,31 Ekim,1992-10-31,,1992,Necmettin Sahir Sılan Arşivinin Varisleri Tarafından Vakfa Bağışlanması,,organizational,,uncertain_category,
TV00053,1. Dönem (1991–1995),1. DÖNEM,66,31 Ekim,1992-10-31,,1992,İstanbul Dergisi 3. Sayı - “Dosya: İstanbul ve Kültür,İstanbul Dergisi,publication,1,verified,
TV00054,1. Dönem (1991–1995),1. DÖNEM,68,7-15 Kasım,1992-11-07,1992-11-15,1992,"Tüyap Kitap Fuarı’nda Düzenlenen Paneller: 7 Kasım - İstanbul’da Avam Edebiyatı, 8 Kasım - İstanbul ve Kitaplar, 10 Kasım - Cumhuriyet ve İstanbul, 15 Kasım - İstanbul Kütüphaneleri",Fuar,event,1,verified,
TV00055,1. Dönem (1991–1995),1. DÖNEM,69,7-15 Kasım,1992-11-07,1992-11-15,1992,"Tüyap Kitap Fuarı’nda Düzenlenen Paneller: 7 Kasım - İstanbul’da Avam Edebiyatı, 8 Kasım - İstanbul ve Kitaplar, 10 Kasım - Cumhuriyet ve İstanbul, 15 Kasım - İstanbul Kütüphaneleri",Konferans/Söyleşi,event,4,verified,
TV00056,1. Dönem (1991–1995),1. DÖNEM,70,14 Kasım,1992-11-14,,1992,"Tarihçinin Mutfağı Konferans Dizisi - Filiz Yenişehirlioğlu, MBB.",Konferans/Söyleşi,event,1,verified,
TV00057,1. Dönem (1991–1995),1. DÖNEM,71,Kasım,,,1992,IBM Türk Ltd.’den Bilgisayar Sistemi Bağışı Alınması,,organizational,,uncertain_date,
TV00058,1. Dönem (1991–1995),1. DÖNEM,73,12 Aralık,1992-12-12,,1992,"Tarihçinin Mutfağı Konferans Dizisi - İlber Ortaylı, MBB.",Konferans/Söyleşi,event,1,verified,
TV00059,1. Dönem (1991–1995),1. DÖNEM,74,17-18 Aralık,1992-12-17,1992-12-18,1992,“Osman Hamdi Bey Sempozyumu” (Kültür Bakanlığı ile),Sempozyum,event,1,verified,
TV00060,1. Dönem (1991–1995),1. DÖNEM,75,26 Aralık,1992-12-26,,1992,"Kuşaklar Buluşması Konferans Dizisi - Muzaffer Aksoy, MBB.",Konferans/Söyleşi,event,1,verified,
TV00061,1. Dönem (1991–1995),1. DÖNEM,76,Ocak 1993,,,1993,Kültür Bakanlığı İle Vakfın “1993 İstanbul Yılı” Projesinin Koordinatörlüğünü Üstlenmesine İlişkin Protokolün İmzalanması,,organizational,,uncertain_category,
TV00062,1. Dönem (1991–1995),1. DÖNEM,77,Ocak 1993,,,1993,İstanbul Tarih ve Deniz Şenliği Hazırlıklarının Başlaması,Proje,project,1,needs_review,
TV00063,1. Dönem (1991–1995),1. DÖNEM,78,9 Ocak,1993-01-09,,1993,"Tarihçinin Mutfağı Konferans Dizisi - Kazım Çeçen , MBB.",Konferans/Söyleşi,event,1,verified,
TV00064,1. Dönem (1991–1995),1. DÖNEM,79,23 Ocak,1993-01-23,,1993,"Kuşaklar Buluşması Konferans Dizisi - Bahri Savcı, MBB.",Konferans/Söyleşi,event,1,verified,
TV00065,1. Dönem (1991–1995),1. DÖNEM,80,23 Ocak,1993-01-23,,1993,“İSKİ Tarihi Yazımı” Projesinin Burhan Oğuz Yönetiminde Başlaması,Proje,project,1,verified,
TV00066,1. Dönem (1991–1995),1. DÖNEM,81,23 Ocak,1993-01-23,,1993,“Milli Piyango Tarihi” Projesinin Tamamlanması,Proje,project,1,verified,
TV00067,1. Dönem (1991–1995),1. DÖNEM,82,23 Ocak,1993-01-23,,1993,İstanbul Dergisi 4. Sayı - “Dosya: İstanbul’un Planlanması”,D_İstanbul Dergisi,publication,1,verified,
TV00068,1. Dönem (1991–1995),1. DÖNEM,84,13 Şubat,1993-02-13,,1993,"Tarihçinin Mutfağı Konferans Dizisi - Ahmet Mumcu, MBB.",Konferans/Söyleşi,event,1,verified,
TV00069,1. Dönem (1991–1995),1. DÖNEM,85,13 Şubat,1993-02-13,,1993,"“Tarih ve Sosyal Bilimler” Konferansı - İlhan Tekeli, İnşaat Mühensidleri Odası (İMO), Ankara",Konferans/Söyleşi,event,1,verified,
TV00070,1. Dönem (1991–1995),1. DÖNEM,86,27 Şubat,1993-02-27,,1993,Kuşaklar Buluşması Konferans Dizisi - Mualla Eyüboğlu ve Robert Anhegger,Konferans/Söyleşi,event,1,verified,
TV00071,1. Dönem (1991–1995),1. DÖNEM,87,27-28 Şubat,1993-02-27,1993-02-28,1993,“İstanbul Üzerine Beklentiler ve Ütopyalar Sempozyumu” (Kültür Bakanlığı ile),Sempozyum,event,1,verified,
TV00072,1. Dönem (1991–1995),1. DÖNEM,89,13 Mart,1993-03-13,,1993,"Tarihçinin Mutfağı Konferans Dizisi - Şerafettin Turan, MBB.",Konferans/Söyleşi,event,1,verified,
TV00073,1. Dönem (1991–1995),1. DÖNEM,90,30 Mart,1993-03-30,,1993,"“Doğu Avrupa ve Balkanlar” Konferansı, İlber Ortaylı,  Ankara",Konferans/Söyleşi,event,1,verified,
TV00074,1. Dönem (1991–1995),1. DÖNEM,91,30 Mart,1993-03-30,,1993,Vakıf Tarafından Devralınan Yurt  Yeniden  Başlamasının Kararlaştırılması,,organizational,,uncertain_category,
TV00075,1. Dönem (1991–1995),1. DÖNEM,92,30 Mart,1993-03-30,,1993,İstanbul 1993 Kültür Kurumları Kataloğu (1. Baskı),D_ İstanbul Dergisi,publication,1,verified,
TV00076,1. Dönem (1991–1995),1. DÖNEM,95,10 Nisan,1993-04-10,,1993,"Tarihçinin Mutfağı Konferans Dizisi - Burhan Oğuz, MBB.",Konferans/Söyleşi,event,1,verified,
TV00077,1. Dönem (1991–1995),1. DÖNEM,96,21 Nisan,1993-04-21,,1993,“Ders Kitaplarımız ve Dünya Standartları” Konferansı - Herkül Millas - Ankara,Konferans/Söyleşi,event,1,verified,
TV00078,1. Dönem (1991–1995),1. DÖNEM,97,23-24 Nisan,1993-04-23,1993-04-24,1993,“Toplumsal Tarihte Çocuk Sempozyumu” (İstanbul Büyükşehir Belediyesi ile),Sempozyum,event,1,verified,
TV00079,1. Dönem (1991–1995),1. DÖNEM,98,24 Nisan,1993-04-24,,1993,"Kuşaklar Buluşması Konferans Dizisi - Vedat Günyol, MBB.",Konferans/Söyleşi,event,1,verified,
TV00080,1. Dönem (1991–1995),1. DÖNEM,99,Mayıs 1993,,,1993,İstanbul Dergisi 5. Sayı “Dosya: İstanbul ve Ütopyalar”,D_İstanbul Dergisi,publication,1,needs_review,
TV00081,1. Dönem (1991–1995),1. DÖNEM,100,8 Mayıs,1993-05-08,,1993,"Tarihçinin Mutfağı Konferans Dizisi - Orhan Koloğlu, MBB.",Konferans/Söyleşi,event,1,verified,
TV00082,1. Dönem (1991–1995),1. DÖNEM,101,20 Mayıs,1993-05-20,,1993,“Tarih Felsefesi” Konferansı - Kurtuluş Dinçer - Ankara,Konferans/Söyleşi,event,1,verified,
TV00083,1. Dönem (1991–1995),1. DÖNEM,102,24-26 Mayıs,1993-05-24,1993-05-26,1993,“I. Uluslararası Tarih Kongresi” – ODTÜ,Kongre,event,1,verified,
TV00084,1. Dönem (1991–1995),1. DÖNEM,103,27-29 mayıs,1993-05-27,1993-05-29,1993,“Toplumsal Tarih Müzesi Kuruluş Sorunları Uluslararası Sempozyumu”,Sempozyum,event,1,verified,
TV00085,1. Dönem (1991–1995),1. DÖNEM,104,27-29 mayıs,1993-05-27,1993-05-29,1993,“Milli Aydın Bankası Projesi”nin Hüsnü Erkan Yönetiminde Başlaması,Proje,project,1,verified,
TV00086,1. Dönem (1991–1995),1. DÖNEM,105,27-29 mayıs,1993-05-27,1993-05-29,1993,“İSKİ Tarihi” Projesinin Tamamlanması,Proje,project,1,verified,
TV00087,1. Dönem (1991–1995),1. DÖNEM,105,27-29 mayıs,1993-05-27,1993-05-29,1993,"1. İstanbul Tarih ve Deniz Şenliği 12-18 Temmuz 1993, 1 Haziran 1993, s. 4.",Bülten,publication,1,verified,
TV00088,1. Dönem (1991–1995),1. DÖNEM,106,Haziran 1993,,,1993,"1. İstanbul Tarih ve Deniz Şenliği 12-18 Temmuz 1993, 15 Haziran 1993, s. 5.",Bülten,publication,1,needs_review,
TV00089,1. Dönem (1991–1995),1. DÖNEM,107,6-7 Haziran,1993-06-06,1993-06-07,1993,“Sözlü Tarih Atölyesi”,Atölye,event,,verified,
TV00090,1. Dönem (1991–1995),1. DÖNEM,108,12 Haziran,1993-06-12,,1993,"Tarihçinin Mutfağı Konferans Dizisi - Şevket Pamuk, MBB.",Konferans/Söyleşi,event,,verified,
TV00091,1. Dönem (1991–1995),1. DÖNEM,108,12 Haziran,1993-06-12,,1993,"1. İstanbul Tarih ve Deniz Şenliği 12-18 Temmuz 1993, 1 Temmuz 1993, s. 6.",Konferans/Söyleşi,publication,1,verified,
TV00092,1. Dönem (1991–1995),1. DÖNEM,110,12-18 Temmuz,1993-07-12,1993-07-18,1993,"I. İstanbul Tarih ve Deniz Şenliği (1 Sergi, 1 Sempozyum, 2 Konferans, 5 Gösteri, 5 Yarış, 16 Konser, 8 Çeşitli Etkinlik)",Sergi,event,1,verified,
TV00093,1. Dönem (1991–1995),1. DÖNEM,110,12-18 Temmuz,1993-07-12,1993-07-18,1993,"Yurt  Korkut Boratav (ed.), Türkiye’de Sanayileşmenin Yeni Boyutları ve KİT’ler",Yayın (Yurt Yayınları),publication,1,verified,
TV00094,1. Dönem (1991–1995),1. DÖNEM,111,12-18 Temmuz,1993-07-12,1993-07-18,1993,"I. İstanbul Tarih ve Deniz Şenliği (1 Sergi, 1 Sempozyum, 2 Konferans, 5 Gösteri, 5 Yarış, 16 Konser, 8 Çeşitli Etkinlik)",Festival/Şenlik,event,1,verified,
TV00095,1. Dönem (1991–1995),1. DÖNEM,112,12-18 Temmuz,1993-07-12,1993-07-18,1993,"I. İstanbul Tarih ve Deniz Şenliği (1 Sergi, 1 Sempozyum, 2 Konferans, 5 Gösteri, 5 Yarış, 16 Konser, 8 Çeşitli Etkinlik)",Konferans/Söyleşi,event,2,verified,
TV00096,1. Dönem (1991–1995),1. DÖNEM,113,12-18 Temmuz,1993-07-12,1993-07-18,1993,"I. İstanbul Tarih ve Deniz Şenliği (1 Sergi, 1 Sempozyum, 2 Konferans, 5 Gösteri, 5 Yarış, 16 Konser, 8 Çeşitli Etkinlik)",Sempozyum,event,1,verified,
TV00097,1. Dönem (1991–1995),1. DÖNEM,114,12-18 Temmuz,1993-07-12,1993-07-18,1993,"I. İstanbul Tarih ve Deniz Şenliği (1 Sergi, 1 Sempozyum, 2 Konferans, 5 Gösteri, 5 Yarış, 16 Konser, 8 Çeşitli Etkinlik)",Gösteri,event,5,verified,
TV00098,1. Dönem (1991–1995),1. DÖNEM,115,12-18 Temmuz,1993-07-12,1993-07-18,1993,"I. İstanbul Tarih ve Deniz Şenliği (1 Sergi, 1 Sempozyum, 2 Konferans, 5 Gösteri, 5 Yarış, 16 Konser, 8 Çeşitli Etkinlik)",Yarışma,event,5,verified,
TV00099,1. Dönem (1991–1995),1. DÖNEM,116,12-18 Temmuz,1993-07-12,1993-07-18,1993,"I. İstanbul Tarih ve Deniz Şenliği (1 Sergi, 1 Sempozyum, 2 Konferans, 5 Gösteri, 5 Yarış, 16 Konser, 8 Çeşitli Etkinlik)",Konser,event,16,verified,
TV00100,1. Dönem (1991–1995),1. DÖNEM,117,12-18 Temmuz,1993-07-12,1993-07-18,1993,"I. İstanbul Tarih ve Deniz Şenliği (1 Sergi, 1 Sempozyum, 2 Konferans, 5 Gösteri, 5 Yarış, 16 Konser, 8 Çeşitli Etkinlik)",Diğer Etkinlik,event,8,verified,
TV00101,1. Dönem (1991–1995),1. DÖNEM,118,12-18 Temmuz,1993-07-12,1993-07-18,1993,İstanbul Dergisi 6. Sayı - “Dosya: Turizm ve İstanbul”,D_İstanbul Dergisi,publication,1,verified,
TV00102,1. Dönem (1991–1995),1. DÖNEM,121,Ağustos 1993,,,1993,IBM Türk Ltd. Bilgisayar Bağışı - 2. Bölüm,,organizational,,uncertain_category,
TV00103,1. Dönem (1991–1995),1. DÖNEM,122,Ağustos 1993,,,1993,Vakfın Dizgi ve  Hazırlık Birimlerinin Faaliyete Geçmesi,,organizational,,uncertain_category,
TV00104,1. Dönem (1991–1995),1. DÖNEM,123,Eylül 1993,,,1993,“Eyüp Projesi”nin Halil İnalcık ve Doğan Kuban Başkanlığında Başlaması,Proje,project,1,needs_review,
TV00105,1. Dönem (1991–1995),1. DÖNEM,124,Eylül 1993,,,1993,“Taşınmaz Kültür ve Tabiat Varlıkları Ulusal Arşivi Pilot Projesi”nin Ayla Ödekan Yönetiminde Başlaması,Proje,project,1,needs_review,
TV00106,1. Dönem (1991–1995),1. DÖNEM,125,Eylül 1993,,,1993,“Tariş Kurum Tarihi” Projesinin Tamamlanması,Proje (Kurum Tarihi),project,1,needs_review,
TV00107,1. Dönem (1991–1995),1. DÖNEM,127,9 Ekim,1993-10-09,,1993,Vakfın 1. Olağan Genel Kurul Toplantısı,,organizational,,uncertain_category,
TV00108,1. Dönem (1991–1995),1. DÖNEM,128,21 Ekim,1993-10-21,,1993,"“Türkiye’nin Tarihsel ve Toplumsal Gelişmedeki Yeri” Konferansı - Sina Akşin - İMO, Ankara",Konferans/Söyleşi,event,1,verified,
TV00109,1. Dönem (1991–1995),1. DÖNEM,129,26 Ekim,1993-10-26,,1993,“Şark İslam Şehri - Kuzey Afrika ve Yakındoğu Şehirlerinde Antik Gelenek ile İslam Mirası ve Çağdaş Gelişme Eğilimleri” Konferansı - Eugen Wirth,Konferans/Söyleşi,event,1,verified,
TV00110,1. Dönem (1991–1995),1. DÖNEM,129,26 Ekim,1993-10-26,,1993,İstanbul Ansiklopedisi’nin İlk Fasikülünün,Ansiklopedi,publication,1,verified,
TV00111,1. Dönem (1991–1995),1. DÖNEM,130,30 Ekim,1993-10-30,,1993,New Perspectives On Turkey Dergisinin Tarih Vakfı Tarafından  Başlanması,Dergi (NPT),publication,1,verified,
TV00112,1. Dönem (1991–1995),1. DÖNEM,131,30 Ekim,1993-10-30,,1993,"Yurt  Murat Belge, İstanbul Gezi Rehberi - İzzettin Önder, Türkiye’de Kamu Maliyesi - Suraiya Faroqhi, Osmanlı’da Kentler ve Kentliler",Yayın (Yurt Yayınları),publication,3,verified,
TV00113,1. Dönem (1991–1995),1. DÖNEM,132,30 Ekim,1993-10-30,,1993,İstanbul Dergisi 7. Sayı “Dosya: Küreselleşme ve İstanbul”,D_İstanbul Dergisi,publication,1,verified,
TV00114,1. Dönem (1991–1995),1. DÖNEM,133,30 Ekim,1993-10-30,,1993,"1. İstanbul Tarih ve Deniz Şenliği 12-18 Temmuz 1993, 1 Kasım 1993, s. 7.",Festival/Şenlik,event,,verified,
TV00115,1. Dönem (1991–1995),1. DÖNEM,135,7-15 Kasım,1993-11-07,1993-11-15,1993,"TÜYAP Kitap Fuarı ve Paneller: 10 Kasım “Türkiye’de Çıkan Çocuk Dergileri” , 11 Kasım “Türkiye’de Çocuk Edebiyatının Sorunları”, 14 Kasım “Çizgi, Roman ve Çocuk” , Sergi: “Sergi Çizgileri”",Panel,event,3,verified,
TV00116,1. Dönem (1991–1995),1. DÖNEM,136,7-15 Kasım,1993-11-07,1993-11-15,1993,"TÜYAP Kitap Fuarı ve Paneller: 10 Kasım “Türkiye’de Çıkan Çocuk Dergileri” , 11 Kasım “Türkiye’de Çocuk Edebiyatının Sorunları”, 14 Kasım “Çizgi, Roman ve Çocuk” , Sergi: “Sergi Çizgileri”",Sergi,event,1,verified,
TV00117,1. Dönem (1991–1995),1. DÖNEM,137,7-15 Kasım,1993-11-07,1993-11-15,1993,"TÜYAP Kitap Fuarı ve Paneller: 10 Kasım “Türkiye’de Çıkan Çocuk Dergileri” , 11 Kasım “Türkiye’de Çocuk Edebiyatının Sorunları”, 14 Kasım “Çizgi, Roman ve Çocuk” , Sergi: “Sergi Çizgileri”",Fuar,event,1,verified,
TV00118,1. Dönem (1991–1995),1. DÖNEM,138,16 Kasım,1993-11-16,,1993,“Türkiye’de Kooperatifçilik Hareketi ve 80. Yılında Tariş” Sempozyumu - İzmir,Sempozyum,event,1,verified,
TV00119,1. Dönem (1991–1995),1. DÖNEM,139,24 Kasım,1993-11-24,,1993,Sözlü Tarih Atölyesi - “İsmail Hüsrev Tökin” Mete Tunçay,Atölye,event,1,verified,
